Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SQSW 305, SUDOESTE, BRASILIA",Aluguel Apartamento 82 m²,82 m²,"R$  5.000
Valor m² R$  60",2,1,0
"SDS Bloco P, ASA SUL, BRASILIA",Aluguel Sala 61 m²,61 m²,"R$  4.000
Valor m² R$  65",0,0,0
"SHIS QI 27, LAGO SUL, BRASILIA",Aluguel Casa 650 m²,650 m²,"R$  17.000
Valor m² R$  26",5,5,4
"SQN 214 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 95 m²,95 m²,"R$  5.700
Valor m² R$  60",3,1,2
"SHIN QL 1 Conjunto 1, LAGO NORTE, BRASILIA",Aluguel Casa 285 m²,285 m²,"R$  13.000
Valor m² R$  45",3,3,4
"SQN 109, ASA NORTE, BRASILIA",Aluguel Apartamento 115 m²,115 m²,"R$  10.000
Valor m² R$  86",3,1,2
"SEPS 713/913, ASA SUL, BRASILIA",Aluguel Kitnet 29 m²,29 m²,"R$  1.500
Valor m² R$  51",0,1,0
"CLN 405 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 28 m²,28 m²,"R$  3.490
Valor m² R$  124",0,0,0
"Área Especial 01/04, OCTOGONAL, BRASILIA",Aluguel Loja 436 m²,436 m²,"R$  30.000
Valor m² R$  68",0,0,0
"SQSW 102 Bloco I, SUDOESTE, BRASILIA",Aluguel Apartamento 182 m²,182 m²,"R$  8.800
Valor m² R$  48",4,1,2
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  700
Valor m² R$  21",0,0,0
"SHIS QL 2 Conjunto 2, LAGO SUL, BRASILIA",Aluguel Casa 404 m²,404 m²,"R$  16.900
Valor m² R$  41",4,4,6
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.700
Valor m² R$  60",0,0,0
"SHIS QI 3 Conjunto 9, LAGO SUL, BRASILIA",Aluguel Casa 380 m²,380 m²,"R$  10.900
Valor m² R$  28",4,1,3
"SCN Quadra 3 Bloco B, ASA NORTE, BRASILIA",Aluguel Prédio 4490 m²,4490 m²,"R$  325.000
Valor m² R$  72",0,0,35
"SCRN 708/709 Bloco E, ASA NORTE, BRASILIA",Aluguel Prédio 250 m²,250 m²,"R$  6.500
Valor m² R$  26",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Casa 1000 m²,1000 m²,"R$  59.000
Valor m² R$  59",6,6,25
"SQS 204 Bloco K, ASA SUL, BRASILIA",Aluguel Apartamento 100 m²,100 m²,"R$  6.500
Valor m² R$  65",3,1,0
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  600
Valor m² R$  20",0,0,0
"Condomínio Residencial Jardim da Serra, JARDIM BOTANICO, BRASILIA",Aluguel Casa 190 m²,190 m²,"R$  2.500
Valor m² R$  13",3,3,4
"SQNW 104, NOROESTE, BRASILIA",Aluguel Apartamento 120 m²,120 m²,"R$  7.800
Valor m² R$  65",3,1,2
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 230 m²,230 m²,"R$  7.700
Valor m² R$  33",3,3,6
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",Aluguel Casa 260 m²,260 m²,"R$  6.000
Valor m² R$  23",5,5,2
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Kitnet 27 m²,27 m²,"R$  2.200
Valor m² R$  81",0,0,0
"SHIS QI 26, LAGO SUL, BRASILIA",Aluguel Sala 192 m²,192 m²,"R$  10.000
Valor m² R$  52",0,0,0
"SEPS 712/912, ASA SUL, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.900
Valor m² R$  76",0,0,0
"CA 02, LAGO NORTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.400
Valor m² R$  46",0,1,0
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 39 m²,39 m²,"R$  1.200
Valor m² R$  30",0,0,0
"SHIS QI 5, LAGO SUL, BRASILIA",Aluguel Casa 586 m²,586 m²,"R$  18.650
Valor m² R$  31",4,2,4
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 82 m²,82 m²,"R$  8.000
Valor m² R$  97",0,0,0
"SQN 108, ASA NORTE, BRASILIA",Aluguel Apartamento 126 m²,126 m²,"R$  6.000
Valor m² R$  47",3,1,0
"SQN 410 Bloco I, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  2.400
Valor m² R$  53",2,0,0
"Avenida Comercial, TAQUARI, BRASILIA",Aluguel Lote/Terreno/Área 2245 m²,2245 m²,"R$  55.000
Valor m² R$ 0",0,0,0
"SHIS QL 28, LAGO SUL, BRASILIA",Aluguel Casa 550 m²,550 m²,"R$  34.000
Valor m² R$  61",4,4,3
"SHN Quadra 02 Bloco H, ASA NORTE, BRASILIA",Aluguel Hotel Flat 28 m²,28 m²,"R$  2.900
Valor m² R$  103",0,0,0
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",Aluguel Prédio 2250 m²,2250 m²,"R$  15.000
Valor m² R$  6",0,0,0
"CRS 510, ASA SUL, BRASILIA",Aluguel Prédio 100 m²,100 m²,"R$  3.200
Valor m² R$  32",0,0,0
"SQN 415 Bloco F, ASA NORTE, BRASILIA",Aluguel Apartamento 68 m²,68 m²,"R$  4.600
Valor m² R$  67",2,0,0
"CRNW 510 Bloco B Lote 1, NOROESTE, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  5.300
Valor m² R$  88",2,1,0
"QMSW 6, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  2.500
Valor m² R$  83",0,1,2
"QMSW 5 Lote 8, SUDOESTE, BRASILIA",Aluguel Kitnet 1 m²,1 m²,"R$  2.200
Valor m² R$  2.200",0,0,0
"SCLRN 703 Bloco H, ASA NORTE, BRASILIA",Aluguel Apartamento 230 m²,230 m²,"R$  4.900
Valor m² R$  21",0,0,0
"SGCV, PARK SUL, BRASILIA",Aluguel Apartamento 42 m²,42 m²,"R$  3.800
Valor m² R$  90",0,0,0
"SQNW 104, NOROESTE, BRASILIA",Aluguel Apartamento 160 m²,160 m²,"R$  13.000
Valor m² R$  81",4,4,4
"QRSW 3, SUDOESTE, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  4.100
Valor m² R$  68",2,0,0
"SHIS QL 12, LAGO SUL, BRASILIA",Aluguel Casa 982 m²,982 m²,"R$  50.000
Valor m² R$  50",6,4,0
"CRS 503 Bloco C, ASA SUL, BRASILIA",Aluguel Prédio 639 m²,639 m²,"R$  25.000
Valor m² R$  39",0,0,0
"SHIS QI 3, LAGO SUL, BRASILIA",Aluguel Casa 256 m²,256 m²,"R$  13.500
Valor m² R$  52",3,2,0
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.500
Valor m² R$  52",0,0,0
"CCSW 4, SUDOESTE, BRASILIA",Aluguel Kitnet 27 m²,27 m²,"R$  1.800
Valor m² R$  66",0,1,0
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Loja 100 m²,100 m²,"R$  3.500
Valor m² R$  35",0,0,0
"QMSW 6 Lote 4, SUDOESTE, BRASILIA",Aluguel Apartamento 28 m²,28 m²,"R$  1.900
Valor m² R$  67",0,1,0
"SQN 314 Bloco H, ASA NORTE, BRASILIA",Aluguel Apartamento 376 m²,376 m²,"R$  13.500
Valor m² R$  35",4,4,4
"CRS 511 Bloco A, ASA SUL, BRASILIA",Aluguel Loja 400 m²,400 m²,"R$  9.000
Valor m² R$  22",0,0,0
"SHIS QI 15 Chacarás 49 A 56, LAGO SUL, BRASILIA",Aluguel Casa 1000 m²,1000 m²,"R$  45.000
Valor m² R$  45",5,5,8
"CLN 411 Bloco E, ASA NORTE, BRASILIA",Aluguel Kitnet 41 m²,41 m²,"R$  3.000
Valor m² R$  73",0,1,0
"SQN 211, ASA NORTE, BRASILIA",Aluguel Apartamento 197 m²,197 m²,"R$  9.500
Valor m² R$  48",2,2,2
"SHN Quadra 02 Bloco H, ASA NORTE, BRASILIA",Aluguel Hotel Flat 28 m²,28 m²,"R$  2.900
Valor m² R$  103",0,0,0
"SQNW 108 Bloco G, NOROESTE, BRASILIA",Aluguel Apartamento 73 m²,73 m²,"R$  5.380
Valor m² R$  73",2,1,2
"QC 11 Rua D, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 48 m²,48 m²,"R$  2.300
Valor m² R$  47",2,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.000
Valor m² R$  29",0,0,0
"CA 09, LAGO NORTE, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  2.800
Valor m² R$  46",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 100 m²,100 m²,"R$  6.500
Valor m² R$  65",0,0,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  4.884
Valor m² R$  65",0,0,2
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 250 m²,250 m²,"R$  8.500
Valor m² R$  34",4,2,2
"QMSW 6, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.500
Valor m² R$  50",0,0,0
"CLN 111 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  1.000
Valor m² R$  33",0,0,0
"SHLS Bloco L, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  2.400
Valor m² R$  80",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 48 m²,48 m²,"R$  4.000
Valor m² R$  83",0,1,0
"SQNW 107, NOROESTE, BRASILIA",Aluguel Apartamento 200 m²,200 m²,"R$  11.000
Valor m² R$  55",2,1,2
"SHDB QL 32 Conjunto 14, LAGO SUL, BRASILIA",Aluguel Casa Condominio 170 m²,170 m²,"R$  6.600
Valor m² R$  38",2,2,4
"CLN 102 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 147 m²,147 m²,"R$  7.800
Valor m² R$  53",0,0,0
"SMDB Conjunto 12, LAGO SUL, BRASILIA",Aluguel Casa Condominio 666 m²,666 m²,"R$  31.500
Valor m² R$  47",6,4,6
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 805 m²,805 m²,"R$  48.100
Valor m² R$  59",0,0,15
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  800
Valor m² R$  30",0,0,0
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 74 m²,74 m²,"R$  5.300
Valor m² R$  70",2,2,0
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  3.990
Valor m² R$  114",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  850
Valor m² R$  30",0,0,0
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 600 m²,600 m²,"R$  15.900
Valor m² R$  26",5,5,6
"SQS 308 Bloco C, ASA SUL, BRASILIA",Aluguel Apartamento 154 m²,154 m²,"R$  7.250
Valor m² R$  47",3,1,0
"CRS 513 Bloco C, ASA SUL, BRASILIA",Aluguel Loja 110 m²,110 m²,"R$  5.000
Valor m² R$  45",0,0,0
"SHDB QL 32 , LAGO SUL, BRASILIA",Aluguel Apartamento 182 m²,182 m²,"R$  5.900
Valor m² R$  32",3,2,0
"CLN 316 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.200
Valor m² R$  86",0,0,0
"SMDB Conjunto 16, LAGO SUL, BRASILIA",Aluguel Casa Condominio 470 m²,470 m²,"R$  23.000
Valor m² R$  48",4,4,2
"Praça de Atividades 4, JARDINS MANGUEIRAL, BRASILIA",Aluguel Loja 106 m²,106 m²,"R$  9.000
Valor m² R$  84",0,0,0
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 500 m²,500 m²,"R$  15.000
Valor m² R$  30",4,4,3
"SHDB QL 32 Conjunto 20, LAGO SUL, BRASILIA",Aluguel Casa Condominio 850 m²,850 m²,"R$  16.000
Valor m² R$  18",5,5,4
"SHIN QI 7 Conjunto 2, LAGO NORTE, BRASILIA",Aluguel Casa 800 m²,800 m²,"R$  18.000
Valor m² R$  22",7,7,9
"SMLN ML Trecho 11, LAGO NORTE, BRASILIA",Aluguel Casa Condominio 635 m²,635 m²,"R$  20.000
Valor m² R$  31",5,4,4
"SQS 210, ASA SUL, BRASILIA",Aluguel Apartamento 222 m²,222 m²,"R$  11.500
Valor m² R$  51",4,1,0
"SGAS 905, ASA SUL, BRASILIA",Aluguel Kitnet 28 m²,28 m²,"R$  1.800
Valor m² R$  64",0,0,0
"SQN 314 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 63 m²,63 m²,"R$  3.400
Valor m² R$  53",2,0,0
"SMPW Quadra 5, PARK WAY, BRASILIA",Aluguel Casa 1300 m²,1300 m²,"R$  35.000
Valor m² R$  26",4,4,3
"SHIS QL 28, LAGO SUL, BRASILIA",Aluguel Casa 930 m²,930 m²,"R$  32.000
Valor m² R$  34",5,5,8
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 23 m²,23 m²,"R$  1.400
Valor m² R$  58",0,0,0
"SHLN Bloco K Lote 11, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.350
Valor m² R$  45",0,0,0
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 255 m²,255 m²,"R$  24.256
Valor m² R$  95",0,0,8
"SQNW 102 Bloco E, NOROESTE, BRASILIA",Aluguel Apartamento 120 m²,120 m²,"R$  8.000
Valor m² R$  66",3,3,2
"SHIS QI 28 Chacará s 7 a 12, LAGO SUL, BRASILIA",Aluguel Casa Condominio 620 m²,620 m²,"R$  19.900
Valor m² R$  32",4,4,2
"SQSW 104 Bloco E, SUDOESTE, BRASILIA",Aluguel Apartamento 164 m²,164 m²,"R$  7.200
Valor m² R$  43",4,3,2
"QC 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 48 m²,48 m²,"R$  2.100
Valor m² R$  43",2,0,0
"SGCV Lote 19, PARK SUL, BRASILIA",Aluguel Apartamento 154 m²,154 m²,"R$  10.500
Valor m² R$  68",4,4,3
"SHIS QL 24 Conjunto 8, LAGO SUL, BRASILIA",Aluguel Casa 503 m²,503 m²,"R$  15.000
Valor m² R$  29",5,3,5
"SEPN 506 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 450 m²,450 m²,"R$  12.000
Valor m² R$  26",0,0,0
"SAUS Quadra 05 Blocos K Lote 04, ASA SUL, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  790
Valor m² R$  22",0,0,0
"SHIN QI 10, LAGO NORTE, BRASILIA",Aluguel Casa 480 m²,480 m²,"R$  15.500
Valor m² R$  32",4,2,3
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 37 m²,37 m²,"R$  3.322
Valor m² R$  89",0,0,0
"SQNW 304, NOROESTE, BRASILIA",Aluguel Apartamento 165 m²,165 m²,"R$  13.500
Valor m² R$  81",3,3,3
"Condomínio Ecológico Parque do Mirante, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 200 m²,200 m²,"R$  5.000
Valor m² R$  25",3,2,2
"SHIS QL 26, LAGO SUL, BRASILIA",Aluguel Casa 545 m²,545 m²,"R$  18.000
Valor m² R$  33",5,5,4
"SQSW 302, SUDOESTE, BRASILIA",Aluguel Apartamento 208 m²,208 m²,"R$  14.500
Valor m² R$  69",4,2,3
"Avenida Comercial, TAQUARI, BRASILIA",Aluguel Lote/Terreno/Área 2245 m²,2245 m²,"R$  55.000
Valor m² R$  24",0,0,0
"SHIN QL 12 Conjunto 2, LAGO NORTE, BRASILIA",Aluguel Casa 670 m²,670 m²,"R$  15.000
Valor m² R$  22",6,4,6
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 96 m²,96 m²,"R$  9.033
Valor m² R$  94",2,1,0
"SGAS 905, ASA SUL, BRASILIA",Aluguel Kitnet 29 m²,29 m²,"R$  2.100
Valor m² R$  71",0,0,0
"SHIS QI 26, LAGO SUL, BRASILIA",Aluguel Loja 64 m²,64 m²,"R$  3.500
Valor m² R$  54",0,0,0
"CA 10, LAGO NORTE, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  3.100
Valor m² R$  51",0,1,0
"SHIS QI 29 Conjunto 6, LAGO SUL, BRASILIA",Aluguel Casa 640 m²,640 m²,"R$  18.500
Valor m² R$  28",5,3,3
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",Aluguel Apartamento 32 m²,32 m²,"R$  2.500
Valor m² R$  78",0,0,0
"CLNW 10/11 Lote C, NOROESTE, BRASILIA",Aluguel Apartamento 31 m²,31 m²,"R$  3.200
Valor m² R$  103",0,1,0
"CCSW 2, SUDOESTE, BRASILIA",Aluguel Apartamento 36 m²,36 m²,"R$  4.000
Valor m² R$  111",0,0,0
"CRS 513 Bloco C, ASA SUL, BRASILIA",Aluguel Apartamento 47 m²,47 m²,"R$  1.950
Valor m² R$  41",2,0,0
"SEPS 709/909, ASA SUL, BRASILIA",Aluguel Sala 90 m²,90 m²,"R$  6.000
Valor m² R$  66",0,0,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa 560 m²,560 m²,"R$  9.500
Valor m² R$  16",4,2,4
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa 610 m²,610 m²,"R$  19.500
Valor m² R$  31",4,2,2
"SQNW 302 Bloco D, NOROESTE, BRASILIA",Aluguel Apartamento 140 m²,140 m²,"R$  7.000
Valor m² R$  50",2,2,6
"CA 08, LAGO NORTE, BRASILIA",Aluguel Apartamento 74 m²,74 m²,"R$  4.000
Valor m² R$  54",2,0,0
"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",Aluguel Loja 51 m²,51 m²,"R$  9.847
Valor m² R$  193",0,0,0
"SMPW Quadra 5 Conjunto 11, PARK WAY, BRASILIA",Aluguel Lote/Terreno/Área 2500 m²,2500 m²,"R$  20.000
Valor m² R$  8",0,0,0
"CLS 203 Bloco A, ASA SUL, BRASILIA",Aluguel Loja 215 m²,215 m²,"R$  15.000
Valor m² R$  69",0,0,0
"SMDB Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 562 m²,562 m²,"R$  25.000
Valor m² R$  44",4,4,4
"SQS 311 Bloco H, ASA SUL, BRASILIA",Aluguel Apartamento 157 m²,157 m²,"R$  7.000
Valor m² R$  44",3,2,0
"SHIS QL 12 Conjunto 1, LAGO SUL, BRASILIA",Aluguel Casa 750 m²,750 m²,"R$  50.000
Valor m² R$  66",4,4,0
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 66 m²,66 m²,"R$  2.000
Valor m² R$  30",0,0,0
"SHIS QI 9/11 Bloco M, LAGO SUL, BRASILIA",Aluguel Loja 40 m²,40 m²,"R$  3.800
Valor m² R$  94",0,0,0
"SHIN QI 5, LAGO NORTE, BRASILIA",Aluguel Casa 750 m²,750 m²,"R$  21.000
Valor m² R$  28",5,3,4
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Loja 1000 m²,1000 m²,"R$  35.000
Valor m² R$  35",0,0,0
"SHIS QI 29 Conjunto 11, LAGO SUL, BRASILIA",Aluguel Casa 639 m²,639 m²,"R$  19.000
Valor m² R$  29",4,4,6
"CCSW 04 Lote 01, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.900
Valor m² R$  63",0,0,0
"QC 10 Rua P, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 48 m²,48 m²,"R$  2.000
Valor m² R$  41",2,0,0
"SCS Quadra 04 Bloco A Lote 57, ASA SUL, BRASILIA",Aluguel Loja 684 m²,684 m²,"R$  20.000
Valor m² R$  29",0,0,7
"SCLRN 716 Bloco A, ASA NORTE, BRASILIA",Aluguel Apartamento 38 m²,38 m²,"R$  2.400
Valor m² R$  63",0,1,0
"SHIN QI 5, LAGO NORTE, BRASILIA",Aluguel Casa 750 m²,750 m²,"R$  20.000
Valor m² R$  26",5,3,4
"SHLS, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.600
Valor m² R$  59",0,0,0
"SHIS QI 9, LAGO SUL, BRASILIA",Aluguel Casa 1200 m²,1200 m²,"R$  20.000
Valor m² R$  16",5,4,4
"CLN 303 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 50 m²,50 m²,"R$  5.750
Valor m² R$  115",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Casa 370 m²,370 m²,"R$  14.300
Valor m² R$  38",3,3,10
"Condomínio Resid Jardins do Lago Quadra 1, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 500 m²,500 m²,"R$  25.000
Valor m² R$  50",6,5,2
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 720 m²,720 m²,"R$  27.000
Valor m² R$  37",4,4,4
"SCRN 704/705 Bloco A, ASA NORTE, BRASILIA",Aluguel Prédio 960 m²,960 m²,"R$  25.000
Valor m² R$  26",0,0,0
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Kitnet 27 m²,27 m²,"R$  2.200
Valor m² R$  81",0,1,0
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",Aluguel Sala 58 m²,58 m²,"R$  3.000
Valor m² R$  51",0,0,2
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",Aluguel Apartamento 75 m²,75 m²,"R$  2.500
Valor m² R$  33",2,0,0
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  1.000
Valor m² R$  28",0,0,0
"SMPW Quadra 15, PARK WAY, BRASILIA",Aluguel Casa Condominio 530 m²,530 m²,"R$  28.000
Valor m² R$  52",5,5,2
"SHIS QI 13 Conjunto 6, LAGO SUL, BRASILIA",Aluguel Casa 1000 m²,1000 m²,"R$  130.000
Valor m² R$  130",12,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 36 m²,36 m²,"R$  1.100
Valor m² R$  30",0,0,0
"SHN Quadra 02 Bloco H, ASA NORTE, BRASILIA",Aluguel Loja 34 m²,34 m²,"R$  600
Valor m² R$  17",0,0,0
"SCRN 710/711 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 320 m²,320 m²,"R$  8.000
Valor m² R$  24",0,0,0
"SQN 403 Bloco H, ASA NORTE, BRASILIA",Aluguel Apartamento 78 m²,78 m²,"R$  4.400
Valor m² R$  56",3,1,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 52 m²,52 m²,"R$  6.500
Valor m² R$  125",0,1,0
"SMDB Conjunto 12, LAGO SUL, BRASILIA",Aluguel Kitnet 32 m²,32 m²,"R$  1.250
Valor m² R$  38",0,0,0
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.000
Valor m² R$  33",0,0,0
"SQNW 110 Bloco G, NOROESTE, BRASILIA",Aluguel Apartamento 132 m²,132 m²,"R$  10.800
Valor m² R$  81",4,2,2
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.700
Valor m² R$  56",0,0,0
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 300 m²,300 m²,"R$  7.900
Valor m² R$  26",3,1,2
"SMDB Conjunto 12, LAGO SUL, BRASILIA",Aluguel Casa 469 m²,469 m²,"R$  18.500
Valor m² R$  39",4,4,0
"SMPW Quadra 15 Conjunto 3, PARK WAY, BRASILIA",Aluguel Casa 480 m²,480 m²,"R$  23.000
Valor m² R$  47",4,4,4
"Condomínio Mansões Mata da Anta, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 360 m²,360 m²,"R$  4.800
Valor m² R$  13",5,3,4
"SQS 309, ASA SUL, BRASILIA",Aluguel Apartamento 220 m²,220 m²,"R$  6.990
Valor m² R$  31",4,1,2
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Sala 465 m²,465 m²,"R$  48.854
Valor m² R$  105",0,0,16
"SQN 205 Bloco K, ASA NORTE, BRASILIA",Aluguel Apartamento 101 m²,101 m²,"R$  4.900
Valor m² R$  48",3,1,0
"SQN 309 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 80 m²,80 m²,"R$  3.600
Valor m² R$  45",2,1,0
"SMHN Quadra 2 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 53 m²,53 m²,"R$  4.200
Valor m² R$  79",0,0,0
"SHIS QL 12 Conjunto 9, LAGO SUL, BRASILIA",Aluguel Casa 1190 m²,1190 m²,"R$  60.000
Valor m² R$  50",8,1,75
"CLNW 10/11 Lote I, NOROESTE, BRASILIA",Aluguel Kitnet 32 m²,32 m²,"R$  1.800
Valor m² R$  56",0,1,0
"SQS 211 Bloco I, ASA SUL, BRASILIA",Aluguel Apartamento 470 m²,470 m²,"R$  40.000
Valor m² R$  85",4,4,3
"SCLRN 712 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 280 m²,280 m²,"R$  9.600
Valor m² R$  34",0,0,0
"SHIS QL 8, LAGO SUL, BRASILIA",Aluguel Casa 500 m²,500 m²,"R$  17.000
Valor m² R$  34",4,2,4
"SGAS 915, ASA SUL, BRASILIA",Aluguel Sala 42 m²,42 m²,"R$  1.200
Valor m² R$  28",0,0,0
"SMPW Quadra 17 Conjunto 13, PARK WAY, BRASILIA",Aluguel Casa Condominio 380 m²,380 m²,"R$  9.000
Valor m² R$  23",4,4,2
"SMLN MI Trecho 05, LAGO NORTE, BRASILIA",Aluguel Casa 160 m²,160 m²,"R$  12.600
Valor m² R$  78",5,4,2
"SCEN Trecho 1 Conjunto 36, ASA NORTE, BRASILIA",Aluguel Apartamento 98 m²,98 m²,"R$  11.990
Valor m² R$  122",3,1,2
"CLN 314 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 30 m²,30 m²,"R$  3.000
Valor m² R$  100",0,0,0
"SHIGS 711 Bloco Q, ASA SUL, BRASILIA",Aluguel Casa 200 m²,200 m²,"R$  7.200
Valor m² R$  36",3,1,2
"SCS Quadra 04 Bloco A Lote 230, ASA SUL, BRASILIA",Aluguel Sala 500 m²,500 m²,"R$  5.000
Valor m² R$  10",0,0,0
"SHN Quadra 4, ASA NORTE, BRASILIA",Aluguel Hotel Flat 26 m²,26 m²,"R$  2.600
Valor m² R$  100",0,1,0
"SQNW 108 Bloco J, NOROESTE, BRASILIA",Aluguel Apartamento 77 m²,77 m²,"R$  7.700
Valor m² R$  99",2,1,2
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  4.975
Valor m² R$  66",0,0,2
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  720
Valor m² R$  26",0,0,0
"SQS 211, ASA SUL, BRASILIA",Aluguel Apartamento 149 m²,149 m²,"R$  14.800
Valor m² R$  99",3,1,0
